Image: D:\wwwroot\Adbooking\Temppdf\00194753-1-The-MAD-TNIE MORNING MADURAI-2_0.tif
  Format: TIFF (Tagged Image File Format)
  Class: PseudoClass
  Geometry: 1417x945+0+0
  Type: Grayscale
  Endianess: MSB
  Colorspace: Gray
  Channel depth:
    Gray: 8-bit
  Channel statistics:
    Gray:
      Min: 0 (0)
      Max: 255 (1)
      Mean: 220.527 (0.86481)
      Standard deviation: 76.0727 (0.298324)
  Colors: 256
  Histogram:
     61237: #000000 black
      5254: #010101 rgb(1,1,1)
      1580: #030303 grey1
      6981: #020202 rgb(2,2,2)
      1377: #050505 grey2
      1347: #040404 rgb(4,4,4)
      1311: #060606 rgb(6,6,6)
      1097: #070707 rgb(7,7,7)
      1020: #090909 rgb(9,9,9)
      1049: #080808 grey3
      1237: #0B0B0B rgb(11,11,11)
      1066: #0A0A0A grey4
       964: #0C0C0C rgb(12,12,12)
       904: #0D0D0D grey5
       887: #0F0F0F grey6
       959: #0E0E0E rgb(14,14,14)
       862: #101010 rgb(16,16,16)
       967: #111111 rgb(17,17,17)
       849: #121212 grey7
       846: #131313 rgb(19,19,19)
       738: #141414 grey8
       800: #151515 rgb(21,21,21)
       761: #171717 grey9
       855: #161616 rgb(22,22,22)
       704: #191919 rgb(25,25,25)
       695: #181818 rgb(24,24,24)
       854: #1A1A1A grey10
       652: #1B1B1B rgb(27,27,27)
       671: #1D1D1D rgb(29,29,29)
       652: #1C1C1C grey11
       631: #1F1F1F grey12
       861: #1E1E1E rgb(30,30,30)
       688: #202020 rgb(32,32,32)
       757: #212121 grey13
       653: #222222 rgb(34,34,34)
       639: #232323 rgb(35,35,35)
       558: #252525 rgb(37,37,37)
      2107: #242424 grey14
       580: #272727 rgb(39,39,39)
       565: #262626 grey15
       623: #282828 rgb(40,40,40)
       576: #292929 grey16
       555: #2B2B2B grey17
       639: #2A2A2A rgb(42,42,42)
       590: #2D2D2D rgb(45,45,45)
       619: #2C2C2C rgb(44,44,44)
       640: #2E2E2E grey18
       545: #2F2F2F rgb(47,47,47)
       594: #303030 grey19
       551: #313131 rgb(49,49,49)
       559: #323232 rgb(50,50,50)
       515: #333333 grey20
       515: #353535 rgb(53,53,53)
       543: #343434 rgb(52,52,52)
       570: #363636 grey21
       570: #373737 rgb(55,55,55)
       649: #383838 grey22
       548: #393939 rgb(57,57,57)
       536: #3A3A3A rgb(58,58,58)
       647: #3B3B3B grey23
       584: #3D3D3D grey24
       581: #3C3C3C rgb(60,60,60)
       512: #3E3E3E rgb(62,62,62)
       569: #3F3F3F rgb(63,63,63)
       648: #414141 rgb(65,65,65)
       500: #404040 grey25
       620: #434343 rgb(67,67,67)
       581: #424242 grey26
       526: #454545 grey27
       655: #444444 rgb(68,68,68)
       623: #474747 grey28
       634: #464646 rgb(70,70,70)
       550: #484848 rgb(72,72,72)
       600: #494949 rgb(73,73,73)
       637: #4B4B4B rgb(75,75,75)
       686: #4A4A4A grey29
       813: #4C4C4C rgb(76,76,76)
       815: #4D4D4D grey30
       876: #4F4F4F grey31
      1853: #4E4E4E rgb(78,78,78)
      1584: #515151 rgb(81,81,81)
      3138: #505050 rgb(80,80,80)
      3649: #535353 rgb(83,83,83)
      3452: #525252 grey32
      1843: #545454 grey33
      1514: #555555 rgb(85,85,85)
      1210: #565656 rgb(86,86,86)
      1129: #575757 grey34
       785: #595959 grey35
       771: #585858 rgb(88,88,88)
       576: #5A5A5A rgb(90,90,90)
       571: #5B5B5B rgb(91,91,91)
       482: #5C5C5C grey36
      2032: #5D5D5D rgb(93,93,93)
       628: #5E5E5E grey37
       639: #5F5F5F rgb(95,95,95)
       511: #606060 rgb(96,96,96)
       496: #616161 grey38
       704: #636363 grey39
       516: #626262 rgb(98,98,98)
       633: #656565 rgb(101,101,101)
       496: #646464 rgb(100,100,100)
       480: #666666 grey40
       614: #676767 rgb(103,103,103)
       527: #696969 DimGray
       568: #686868 rgb(104,104,104)
       577: #6A6A6A rgb(106,106,106)
       513: #6B6B6B grey42
       582: #6C6C6C rgb(108,108,108)
       512: #6D6D6D rgb(109,109,109)
       474: #6F6F6F rgb(111,111,111)
       571: #6E6E6E grey43
       509: #717171 rgb(113,113,113)
       811: #707070 grey44
       705: #737373 grey45
      1863: #727272 rgb(114,114,114)
       587: #747474 rgb(116,116,116)
       650: #757575 grey46
      2069: #777777 rgb(119,119,119)
       475: #767676 rgb(118,118,118)
      1927: #797979 rgb(121,121,121)
       580: #787878 grey47
       526: #7B7B7B rgb(123,123,123)
      1400: #7A7A7A grey48
      2701: #7C7C7C rgb(124,124,124)
       603: #7D7D7D grey49
       500: #7F7F7F grey50
       484: #7E7E7E gray
       615: #808080 fractal
       496: #818181 rgb(129,129,129)
      1868: #828282 grey51
       621: #838383 rgb(131,131,131)
       507: #848484 rgb(132,132,132)
       544: #858585 grey52
       458: #868686 rgb(134,134,134)
       501: #878787 grey53
       543: #898989 rgb(137,137,137)
       521: #888888 rgb(136,136,136)
       633: #8B8B8B rgb(139,139,139)
       439: #8A8A8A grey54
       554: #8D8D8D rgb(141,141,141)
       531: #8C8C8C grey55
       533: #8F8F8F grey56
       568: #8E8E8E rgb(142,142,142)
       495: #919191 grey57
       503: #909090 rgb(144,144,144)
       546: #929292 rgb(146,146,146)
       526: #939393 rgb(147,147,147)
       526: #959595 rgb(149,149,149)
       597: #949494 grey58
       640: #979797 rgb(151,151,151)
       580: #969696 grey59
       564: #989898 rgb(152,152,152)
       662: #999999 grey60
       499: #9B9B9B rgb(155,155,155)
       607: #9A9A9A rgb(154,154,154)
       487: #9D9D9D rgb(157,157,157)
       552: #9C9C9C grey61
       513: #9F9F9F rgb(159,159,159)
       537: #9E9E9E grey62
       593: #A1A1A1 grey63
       551: #A0A0A0 rgb(160,160,160)
       508: #A2A2A2 rgb(162,162,162)
       579: #A3A3A3 grey64
       665: #A4A4A4 rgb(164,164,164)
       515: #A5A5A5 rgb(165,165,165)
       598: #A6A6A6 grey65
       656: #A7A7A7 rgb(167,167,167)
       568: #A8A8A8 grey66
       731: #A9A9A9 DarkGray
       600: #AAAAAA rgb(170,170,170)
       574: #ABABAB grey67
       569: #ADADAD grey68
       516: #ACACAC rgb(172,172,172)
       541: #AFAFAF rgb(175,175,175)
       576: #AEAEAE rgb(174,174,174)
       584: #B0B0B0 grey69
       741: #B1B1B1 rgb(177,177,177)
       651: #B3B3B3 grey70
       674: #B2B2B2 rgb(178,178,178)
       700: #B5B5B5 grey71
       761: #B4B4B4 rgb(180,180,180)
       973: #B7B7B7 rgb(183,183,183)
       689: #B6B6B6 rgb(182,182,182)
      1587: #B8B8B8 grey72
      3307: #B9B9B9 rgb(185,185,185)
      2950: #BABABA grey73
      6091: #BBBBBB rgb(187,187,187)
      7535: #BCBCBC rgb(188,188,188)
      3068: #BDBDBD grey74
      1769: #BEBEBE grey
      1130: #BFBFBF grey75
       787: #C0C0C0 silver
       747: #C1C1C1 rgb(193,193,193)
       648: #C2C2C2 grey76
       665: #C3C3C3 rgb(195,195,195)
       614: #C4C4C4 grey77
       626: #C5C5C5 rgb(197,197,197)
       563: #C7C7C7 grey78
       584: #C6C6C6 rgb(198,198,198)
       555: #C8C8C8 rgb(200,200,200)
       589: #C9C9C9 grey79
       643: #CACACA rgb(202,202,202)
       739: #CBCBCB rgb(203,203,203)
       607: #CCCCCC grey80
       619: #CDCDCD rgb(205,205,205)
       778: #CFCFCF grey81
      1989: #CECECE rgb(206,206,206)
       811: #D0D0D0 rgb(208,208,208)
       720: #D1D1D1 grey82
       839: #D2D2D2 rgb(210,210,210)
       754: #D3D3D3 LightGray
       674: #D4D4D4 grey83
       870: #D5D5D5 rgb(213,213,213)
       679: #D7D7D7 rgb(215,215,215)
       665: #D6D6D6 grey84
       896: #D9D9D9 grey85
       652: #D8D8D8 rgb(216,216,216)
       679: #DADADA rgb(218,218,218)
      2057: #DBDBDB grey86
       678: #DDDDDD rgb(221,221,221)
       890: #DCDCDC gainsboro
       707: #DEDEDE grey87
       823: #DFDFDF rgb(223,223,223)
       765: #E0E0E0 grey88
       704: #E1E1E1 rgb(225,225,225)
       775: #E2E2E2 rgb(226,226,226)
       850: #E3E3E3 grey89
       802: #E5E5E5 grey90
       741: #E4E4E4 rgb(228,228,228)
       913: #E7E7E7 rgb(231,231,231)
      1069: #E6E6E6 rgb(230,230,230)
       811: #E9E9E9 rgb(233,233,233)
       823: #E8E8E8 grey91
      1038: #EAEAEA rgb(234,234,234)
      1001: #EBEBEB grey92
      1088: #ECECEC rgb(236,236,236)
      1011: #EDEDED grey93
       972: #EEEEEE rgb(238,238,238)
      1178: #EFEFEF rgb(239,239,239)
      1001: #F1F1F1 rgb(241,241,241)
      1166: #F0F0F0 grey94
      1375: #F2F2F2 grey95
      1278: #F3F3F3 rgb(243,243,243)
      1585: #F5F5F5 grey96
      1226: #F4F4F4 rgb(244,244,244)
      1693: #F7F7F7 grey97
      1653: #F6F6F6 rgb(246,246,246)
      3876: #F9F9F9 rgb(249,249,249)
      1867: #F8F8F8 rgb(248,248,248)
      3373: #FBFBFB rgb(251,251,251)
      4069: #FAFAFA grey98
      2529: #FDFDFD rgb(253,253,253)
      2202: #FCFCFC grey99
   1024100: #FFFFFF white
      3239: #FEFEFE rgb(254,254,254)
  Colormap: 256
         0: #000000 black
         1: #010101 rgb(1,1,1)
         2: #020202 rgb(2,2,2)
         3: #030303 grey1
         4: #040404 rgb(4,4,4)
         5: #050505 grey2
         6: #060606 rgb(6,6,6)
         7: #070707 rgb(7,7,7)
         8: #080808 grey3
         9: #090909 rgb(9,9,9)
        10: #0A0A0A grey4
        11: #0B0B0B rgb(11,11,11)
        12: #0C0C0C rgb(12,12,12)
        13: #0D0D0D grey5
        14: #0E0E0E rgb(14,14,14)
        15: #0F0F0F grey6
        16: #101010 rgb(16,16,16)
        17: #111111 rgb(17,17,17)
        18: #121212 grey7
        19: #131313 rgb(19,19,19)
        20: #141414 grey8
        21: #151515 rgb(21,21,21)
        22: #161616 rgb(22,22,22)
        23: #171717 grey9
        24: #181818 rgb(24,24,24)
        25: #191919 rgb(25,25,25)
        26: #1A1A1A grey10
        27: #1B1B1B rgb(27,27,27)
        28: #1C1C1C grey11
        29: #1D1D1D rgb(29,29,29)
        30: #1E1E1E rgb(30,30,30)
        31: #1F1F1F grey12
        32: #202020 rgb(32,32,32)
        33: #212121 grey13
        34: #222222 rgb(34,34,34)
        35: #232323 rgb(35,35,35)
        36: #242424 grey14
        37: #252525 rgb(37,37,37)
        38: #262626 grey15
        39: #272727 rgb(39,39,39)
        40: #282828 rgb(40,40,40)
        41: #292929 grey16
        42: #2A2A2A rgb(42,42,42)
        43: #2B2B2B grey17
        44: #2C2C2C rgb(44,44,44)
        45: #2D2D2D rgb(45,45,45)
        46: #2E2E2E grey18
        47: #2F2F2F rgb(47,47,47)
        48: #303030 grey19
        49: #313131 rgb(49,49,49)
        50: #323232 rgb(50,50,50)
        51: #333333 grey20
        52: #343434 rgb(52,52,52)
        53: #353535 rgb(53,53,53)
        54: #363636 grey21
        55: #373737 rgb(55,55,55)
        56: #383838 grey22
        57: #393939 rgb(57,57,57)
        58: #3A3A3A rgb(58,58,58)
        59: #3B3B3B grey23
        60: #3C3C3C rgb(60,60,60)
        61: #3D3D3D grey24
        62: #3E3E3E rgb(62,62,62)
        63: #3F3F3F rgb(63,63,63)
        64: #404040 grey25
        65: #414141 rgb(65,65,65)
        66: #424242 grey26
        67: #434343 rgb(67,67,67)
        68: #444444 rgb(68,68,68)
        69: #454545 grey27
        70: #464646 rgb(70,70,70)
        71: #474747 grey28
        72: #484848 rgb(72,72,72)
        73: #494949 rgb(73,73,73)
        74: #4A4A4A grey29
        75: #4B4B4B rgb(75,75,75)
        76: #4C4C4C rgb(76,76,76)
        77: #4D4D4D grey30
        78: #4E4E4E rgb(78,78,78)
        79: #4F4F4F grey31
        80: #505050 rgb(80,80,80)
        81: #515151 rgb(81,81,81)
        82: #525252 grey32
        83: #535353 rgb(83,83,83)
        84: #545454 grey33
        85: #555555 rgb(85,85,85)
        86: #565656 rgb(86,86,86)
        87: #575757 grey34
        88: #585858 rgb(88,88,88)
        89: #595959 grey35
        90: #5A5A5A rgb(90,90,90)
        91: #5B5B5B rgb(91,91,91)
        92: #5C5C5C grey36
        93: #5D5D5D rgb(93,93,93)
        94: #5E5E5E grey37
        95: #5F5F5F rgb(95,95,95)
        96: #606060 rgb(96,96,96)
        97: #616161 grey38
        98: #626262 rgb(98,98,98)
        99: #636363 grey39
       100: #646464 rgb(100,100,100)
       101: #656565 rgb(101,101,101)
       102: #666666 grey40
       103: #676767 rgb(103,103,103)
       104: #686868 rgb(104,104,104)
       105: #696969 DimGray
       106: #6A6A6A rgb(106,106,106)
       107: #6B6B6B grey42
       108: #6C6C6C rgb(108,108,108)
       109: #6D6D6D rgb(109,109,109)
       110: #6E6E6E grey43
       111: #6F6F6F rgb(111,111,111)
       112: #707070 grey44
       113: #717171 rgb(113,113,113)
       114: #727272 rgb(114,114,114)
       115: #737373 grey45
       116: #747474 rgb(116,116,116)
       117: #757575 grey46
       118: #767676 rgb(118,118,118)
       119: #777777 rgb(119,119,119)
       120: #787878 grey47
       121: #797979 rgb(121,121,121)
       122: #7A7A7A grey48
       123: #7B7B7B rgb(123,123,123)
       124: #7C7C7C rgb(124,124,124)
       125: #7D7D7D grey49
       126: #7E7E7E gray
       127: #7F7F7F grey50
       128: #808080 fractal
       129: #818181 rgb(129,129,129)
       130: #828282 grey51
       131: #838383 rgb(131,131,131)
       132: #848484 rgb(132,132,132)
       133: #858585 grey52
       134: #868686 rgb(134,134,134)
       135: #878787 grey53
       136: #888888 rgb(136,136,136)
       137: #898989 rgb(137,137,137)
       138: #8A8A8A grey54
       139: #8B8B8B rgb(139,139,139)
       140: #8C8C8C grey55
       141: #8D8D8D rgb(141,141,141)
       142: #8E8E8E rgb(142,142,142)
       143: #8F8F8F grey56
       144: #909090 rgb(144,144,144)
       145: #919191 grey57
       146: #929292 rgb(146,146,146)
       147: #939393 rgb(147,147,147)
       148: #949494 grey58
       149: #959595 rgb(149,149,149)
       150: #969696 grey59
       151: #979797 rgb(151,151,151)
       152: #989898 rgb(152,152,152)
       153: #999999 grey60
       154: #9A9A9A rgb(154,154,154)
       155: #9B9B9B rgb(155,155,155)
       156: #9C9C9C grey61
       157: #9D9D9D rgb(157,157,157)
       158: #9E9E9E grey62
       159: #9F9F9F rgb(159,159,159)
       160: #A0A0A0 rgb(160,160,160)
       161: #A1A1A1 grey63
       162: #A2A2A2 rgb(162,162,162)
       163: #A3A3A3 grey64
       164: #A4A4A4 rgb(164,164,164)
       165: #A5A5A5 rgb(165,165,165)
       166: #A6A6A6 grey65
       167: #A7A7A7 rgb(167,167,167)
       168: #A8A8A8 grey66
       169: #A9A9A9 DarkGray
       170: #AAAAAA rgb(170,170,170)
       171: #ABABAB grey67
       172: #ACACAC rgb(172,172,172)
       173: #ADADAD grey68
       174: #AEAEAE rgb(174,174,174)
       175: #AFAFAF rgb(175,175,175)
       176: #B0B0B0 grey69
       177: #B1B1B1 rgb(177,177,177)
       178: #B2B2B2 rgb(178,178,178)
       179: #B3B3B3 grey70
       180: #B4B4B4 rgb(180,180,180)
       181: #B5B5B5 grey71
       182: #B6B6B6 rgb(182,182,182)
       183: #B7B7B7 rgb(183,183,183)
       184: #B8B8B8 grey72
       185: #B9B9B9 rgb(185,185,185)
       186: #BABABA grey73
       187: #BBBBBB rgb(187,187,187)
